,location,loc_province,loc_pulau,education_level_max
20047,KEPULAUAN RIAU,8014655.172413793,8014655.172413793,3788580.486935867
20048,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20049,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20050,TUBAN,5281078.357615894,7326619.856529598,6974653.64877161
20051,SUMATERA BARAT,7500500.0,7206423.31372549,6802415.919704551
20052,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20053,SURABAYA,5281078.357615894,7326619.856529598,6974653.64877161
20054,PONTIANAK,5424233.766233766,6000208.808290156,6974653.64877161
20055,BEKASI,6147304.742647059,7326619.856529598,6802415.919704551
20056,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20057,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20058,MALANG,5281078.357615894,7326619.856529598,6802415.919704551
20059,BADUNG,7955276.255506608,7955276.255506608,6802415.919704551
20060,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20061,MADURA,5424233.766233766,6000208.808290156,6802415.919704551
20062,BALI,7955276.255506608,7955276.255506608,3788580.486935867
20063,PRABUMULIH,5834890.172413793,7206423.31372549,11466979.966611018
20064,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20065,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20066,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20067,SEMARANG,5119689.802955665,7326619.856529598,6802415.919704551
20068,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20069,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20070,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20071,DENPASAR,7955276.255506608,7955276.255506608,6802415.919704551
20072,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20073,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20074,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
20075,BANDUNG,5281078.357615894,7326619.856529598,6974653.64877161
20076,KUDUS,5119689.802955665,7326619.856529598,6974653.64877161
20077,BOGOR,6147304.742647059,7326619.856529598,3788580.486935867
20078,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20079,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20080,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20081,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20082,PALEMBANG,5834890.172413793,7206423.31372549,6802415.919704551
20083,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20084,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20085,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20086,SIDOARJO,5281078.357615894,7326619.856529598,6802415.919704551
20087,SERANG,6509462.142857143,6509462.142857143,6802415.919704551
20088,TANGERANG,6509462.142857143,6509462.142857143,11466979.966611018
20089,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20090,DKI JAKARTA,8227419.464774282,7326619.856529598,12094444.444444444
20091,SUMATERA UTARA,7616092.593582888,7206423.31372549,6802415.919704551
20092,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20093,BALI,7955276.255506608,7955276.255506608,11466979.966611018
20094,BANTUL,4791679.339622642,4791679.339622642,6802415.919704551
20095,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20096,SURABAYA,5281078.357615894,7326619.856529598,3788580.486935867
20097,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20098,JAWA TIMUR,5281078.357615894,7326619.856529598,6974653.64877161
20099,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20100,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
20101,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20102,SURABAYA,5281078.357615894,7326619.856529598,6974653.64877161
20103,MEDAN,7616092.593582888,7206423.31372549,3788580.486935867
20104,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
20105,KALIMANTAN SELATAN,5879255.319148936,6000208.808290156,6802415.919704551
20106,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20107,DENPASAR,7955276.255506608,7955276.255506608,6802415.919704551
20108,BALI,7955276.255506608,7955276.255506608,6974653.64877161
20109,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20110,BANDUNG,5281078.357615894,7326619.856529598,3788580.486935867
20111,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
20112,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20113,SURABAYA,5281078.357615894,7326619.856529598,6974653.64877161
20114,KALIMANTAN BARAT,5424233.766233766,6000208.808290156,3788580.486935867
20115,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
20116,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
20117,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20118,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20119,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20120,KALIMANTAN TIMUR,6816468.518518519,6000208.808290156,6802415.919704551
20121,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20122,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20123,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20124,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20125,SUMATERA UTARA,7616092.593582888,7206423.31372549,6974653.64877161
20126,KETAPANG,4265999.047619048,4265999.047619048,6802415.919704551
20127,PONTIANAK,5424233.766233766,6000208.808290156,3788580.486935867
20128,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20129,SEMARANG,5119689.802955665,7326619.856529598,6802415.919704551
20130,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
20131,BATAM,8014655.172413793,8014655.172413793,6974653.64877161
20132,BLITAR,5281078.357615894,7326619.856529598,6802415.919704551
20133,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
20134,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20135,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20136,SURABAYA,5281078.357615894,7326619.856529598,3788580.486935867
20137,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20138,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
20139,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20140,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20141,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20142,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20143,BANTEN,6509462.142857143,6509462.142857143,6802415.919704551
20144,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20145,BADUNG,7955276.255506608,7955276.255506608,6802415.919704551
20146,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20147,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20148,BALIKPAPAN,6816468.518518519,6000208.808290156,6802415.919704551
20149,LOMBOK,5320384.615384615,5320384.615384615,6802415.919704551
20150,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20151,BALI,7955276.255506608,7955276.255506608,6802415.919704551
20152,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20153,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
20154,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20155,BEKASI,6147304.742647059,7326619.856529598,11466979.966611018
20156,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20157,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20158,PANGANDARAN,6147304.742647059,7326619.856529598,6802415.919704551
20159,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20160,BANTEN,6509462.142857143,6509462.142857143,6802415.919704551
20161,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
20162,KALIMANTAN SELATAN,5879255.319148936,6000208.808290156,6974653.64877161
20163,BALI,7955276.255506608,7955276.255506608,3788580.486935867
20164,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
20165,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20166,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
20167,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20168,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20169,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20170,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20171,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
20172,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20173,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
20174,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20175,BALI,7955276.255506608,7955276.255506608,11466979.966611018
20176,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20177,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
20178,SUMATERA SELATAN,5834890.172413793,7206423.31372549,6802415.919704551
20179,MEDAN,7616092.593582888,7206423.31372549,11466979.966611018
20180,BEKASI,6147304.742647059,7326619.856529598,11466979.966611018
20181,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
20182,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20183,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
20184,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20185,JAWA TENGAH,5119689.802955665,7326619.856529598,6802415.919704551
20186,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
20187,SULAWESI SELATAN,5091700.533333333,5901028.0,6802415.919704551
20188,PURWOKERTO,5281078.357615894,7326619.856529598,3788580.486935867
20189,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
20190,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
20191,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20192,MALUKU,3739857.1428571427,3739857.1428571427,6974653.64877161
20193,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20194,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20195,BANJAR,7955276.255506608,7955276.255506608,6802415.919704551
20196,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20197,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20198,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20199,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20200,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
20201,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20202,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20203,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20204,JAWA BARAT,6147304.742647059,7326619.856529598,3788580.486935867
20205,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20206,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
20207,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20208,BANTEN,6509462.142857143,6509462.142857143,6802415.919704551
20209,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
20210,KALIMANTAN SELATAN,5879255.319148936,6000208.808290156,11466979.966611018
20211,DEPOK,6147304.742647059,7326619.856529598,6802415.919704551
20212,BEKASI,6147304.742647059,7326619.856529598,6802415.919704551
20213,SLEMAN,4791679.339622642,4791679.339622642,3788580.486935867
20214,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20215,KALIMANTAN BARAT,5424233.766233766,6000208.808290156,6974653.64877161
20216,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20217,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
20218,SULAWESI SELATAN,5091700.533333333,5901028.0,6802415.919704551
20219,SLEMAN,4791679.339622642,4791679.339622642,6974653.64877161
20220,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
20221,DEPOK,6147304.742647059,7326619.856529598,11466979.966611018
20222,BALIKPAPAN,6816468.518518519,6000208.808290156,6974653.64877161
20223,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20224,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20225,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20226,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20227,SUMATERA UTARA,7616092.593582888,7206423.31372549,6802415.919704551
20228,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
20229,KALIMANTAN BARAT,5424233.766233766,6000208.808290156,11466979.966611018
20230,MALANG,5281078.357615894,7326619.856529598,6802415.919704551
20231,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20232,JAWA TENGAH,5119689.802955665,7326619.856529598,6974653.64877161
20233,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
20234,BALI,7955276.255506608,7955276.255506608,11466979.966611018
20235,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20236,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20237,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20238,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20239,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20240,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20241,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20242,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
20243,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20244,BADUNG,7955276.255506608,7955276.255506608,6802415.919704551
20245,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20246,DENPASAR,7955276.255506608,7955276.255506608,6802415.919704551
20247,DEPOK,6147304.742647059,7326619.856529598,6802415.919704551
20248,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20249,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20250,BANTEN,6509462.142857143,6509462.142857143,6974653.64877161
20251,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
20252,JAMBI,3910526.3157894737,3910526.3157894737,6802415.919704551
20253,GRESIK,5281078.357615894,7326619.856529598,6802415.919704551
20254,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20255,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20256,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20257,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20258,JAWA BARAT,6147304.742647059,7326619.856529598,3788580.486935867
20259,MALUKU UTARA,4448181.818181818,4448181.818181818,6802415.919704551
20260,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
20261,JAWA TENGAH,5119689.802955665,7326619.856529598,6802415.919704551
20262,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20263,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20264,JAWA TIMUR,5281078.357615894,7326619.856529598,6974653.64877161
20265,MAKASSAR,5091700.533333333,5901028.0,6802415.919704551
20266,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
20267,SLEMAN,4791679.339622642,4791679.339622642,6974653.64877161
20268,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
20269,CIREBON,6147304.742647059,7326619.856529598,6802415.919704551
20270,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20271,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20272,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20273,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20274,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20275,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20276,BANJARMASIN,5879255.319148936,6000208.808290156,6802415.919704551
20277,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
20278,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20279,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20280,BANDUNG,5281078.357615894,7326619.856529598,3788580.486935867
20281,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20282,NUSA TENGGARA BARAT,5320384.615384615,5320384.615384615,6802415.919704551
20283,BOGOR,6147304.742647059,7326619.856529598,6802415.919704551
20284,SERANG,6509462.142857143,6509462.142857143,3788580.486935867
20285,BEKASI,6147304.742647059,7326619.856529598,6802415.919704551
20286,KARAWANG,6147304.742647059,7326619.856529598,6802415.919704551
20287,SUMATERA UTARA,7616092.593582888,7206423.31372549,6802415.919704551
20288,MAKASSAR,5091700.533333333,5901028.0,6974653.64877161
20289,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
20290,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
20291,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
20292,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20293,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20294,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20295,SLEMAN,4791679.339622642,4791679.339622642,3788580.486935867
20296,SIDOARJO,5281078.357615894,7326619.856529598,6802415.919704551
20297,SURABAYA,5281078.357615894,7326619.856529598,6974653.64877161
20298,SURABAYA,5281078.357615894,7326619.856529598,6974653.64877161
20299,SLEMAN,4791679.339622642,4791679.339622642,6974653.64877161
20300,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20301,PEKANBARU,5923152.173913044,5923152.173913044,6802415.919704551
20302,DENPASAR,7955276.255506608,7955276.255506608,6802415.919704551
20303,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20304,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20305,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20306,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20307,PURWOKERTO,5281078.357615894,7326619.856529598,3788580.486935867
20308,JAWA TENGAH,5119689.802955665,7326619.856529598,6802415.919704551
20309,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20310,LAMPUNG,4265999.047619048,4265999.047619048,6802415.919704551
20311,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20312,ACEH,9222500.0,9222500.0,6802415.919704551
20313,MAKASSAR,5091700.533333333,5901028.0,6802415.919704551
20314,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20315,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20316,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
20317,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
20318,MALUKU UTARA,4448181.818181818,4448181.818181818,6802415.919704551
20319,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20320,JAWA BARAT,6147304.742647059,7326619.856529598,6802415.919704551
20321,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20322,SIDOARJO,5281078.357615894,7326619.856529598,6802415.919704551
20323,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
20324,PURWOKERTO,5281078.357615894,7326619.856529598,6802415.919704551
20325,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20326,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20327,KEDIRI,5320384.615384615,5320384.615384615,6974653.64877161
20328,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20329,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
20330,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
20331,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20332,GRESIK,5281078.357615894,7326619.856529598,11466979.966611018
20333,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20334,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20335,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20336,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20337,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20338,SUMATERA UTARA,7616092.593582888,7206423.31372549,6802415.919704551
20339,YOGYAKARTA,4791679.339622642,4791679.339622642,6802415.919704551
20340,BATAM,8014655.172413793,8014655.172413793,6802415.919704551
20341,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20342,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20343,BENGKULU,4137515.0,4137515.0,6802415.919704551
20344,JAWA TENGAH,5119689.802955665,7326619.856529598,6802415.919704551
20345,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20346,BANJARMASIN,5879255.319148936,6000208.808290156,6974653.64877161
20347,JAWA TENGAH,5119689.802955665,7326619.856529598,6802415.919704551
20348,BATAM,8014655.172413793,8014655.172413793,6802415.919704551
20349,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20350,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20351,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20352,PALU,7248029.310344827,5901028.0,6974653.64877161
20353,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20354,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20355,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20356,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20357,YOGYAKARTA,4791679.339622642,4791679.339622642,6802415.919704551
20358,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20359,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
20360,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20361,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20362,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20363,GRESIK,5281078.357615894,7326619.856529598,6974653.64877161
20364,CIKUPA,6509462.142857143,6509462.142857143,6802415.919704551
20365,YOGYAKARTA,4791679.339622642,4791679.339622642,11466979.966611018
20366,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20367,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20368,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20369,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20370,DENPASAR,7955276.255506608,7955276.255506608,3788580.486935867
20371,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20372,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
20373,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20374,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
20375,JAWA TENGAH,5119689.802955665,7326619.856529598,6974653.64877161
20376,MALANG,5281078.357615894,7326619.856529598,6974653.64877161
20377,JAWA TENGAH,5119689.802955665,7326619.856529598,3788580.486935867
20378,CIKARANG,6509462.142857143,6509462.142857143,6802415.919704551
20379,SIDOARJO,5281078.357615894,7326619.856529598,11466979.966611018
20380,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20381,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
20382,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20383,TANGERANG,6509462.142857143,6509462.142857143,6974653.64877161
20384,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
20385,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
20386,BENGKULU,4137515.0,4137515.0,6802415.919704551
20387,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
20388,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20389,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20390,DKI JAKARTA,8227419.464774282,7326619.856529598,6974653.64877161
20391,MAGELANG,5119689.802955665,7326619.856529598,6802415.919704551
20392,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20393,BEKASI,6147304.742647059,7326619.856529598,6974653.64877161
20394,JAWA TIMUR,5281078.357615894,7326619.856529598,6802415.919704551
20395,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20396,JEMBER,5281078.357615894,7326619.856529598,6974653.64877161
20397,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20398,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
20399,PURWAKARTA,6509462.142857143,6509462.142857143,6802415.919704551
20400,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
20401,SURABAYA,5281078.357615894,7326619.856529598,11466979.966611018
20402,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20403,JAWA TENGAH,5119689.802955665,7326619.856529598,6974653.64877161
20404,BANJARBARU,5879255.319148936,6000208.808290156,11466979.966611018
20405,DKI JAKARTA,8227419.464774282,7326619.856529598,3788580.486935867
20406,CIREBON,6147304.742647059,7326619.856529598,6802415.919704551
20407,BANDUNG,5281078.357615894,7326619.856529598,6802415.919704551
20408,BANTEN,6509462.142857143,6509462.142857143,11466979.966611018
20409,SURABAYA,5281078.357615894,7326619.856529598,6802415.919704551
20410,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20411,BANTEN,6509462.142857143,6509462.142857143,6802415.919704551
20412,BANDUNG,5281078.357615894,7326619.856529598,11466979.966611018
20413,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20414,SEMARANG,5119689.802955665,7326619.856529598,3788580.486935867
20415,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20416,SUMATERA UTARA,7616092.593582888,7206423.31372549,3788580.486935867
20417,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20418,YOGYAKARTA,4791679.339622642,4791679.339622642,3788580.486935867
20419,TANGERANG,6509462.142857143,6509462.142857143,6802415.919704551
20420,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20421,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20422,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20423,JAWA BARAT,6147304.742647059,7326619.856529598,6974653.64877161
20424,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20425,BOGOR,6147304.742647059,7326619.856529598,6974653.64877161
20426,TASIKMALAYA,6147304.742647059,7326619.856529598,6802415.919704551
20427,MEDAN,7616092.593582888,7206423.31372549,6802415.919704551
20428,CIKUPA,6509462.142857143,6509462.142857143,3788580.486935867
20429,BALI,7955276.255506608,7955276.255506608,6802415.919704551
20430,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20431,BANTEN,6509462.142857143,6509462.142857143,11466979.966611018
20432,CIKARANG,6509462.142857143,6509462.142857143,3788580.486935867
20433,SURABAYA,5281078.357615894,7326619.856529598,6974653.64877161
20434,SEMARANG,5119689.802955665,7326619.856529598,6802415.919704551
20435,DKI JAKARTA,8227419.464774282,7326619.856529598,6802415.919704551
20436,DKI JAKARTA,8227419.464774282,7326619.856529598,11466979.966611018
20437,BALIKPAPAN,6816468.518518519,6000208.808290156,6802415.919704551
